"id"	"length"	"DP1"	"DP2"	"DW1"	"DW2"	"NP1"	"NP2"	"NW1"	"NW2"	"H2O_DMSO_1"	"H2O_DMSO_2"	"H2O_DMSO_3"	"H2O_Nutlin_1"	"H2O_Nutlin_2"	"H2O_Nutlin_3"	"Peg_6_DMSO_1"	"Peg_6_DMSO_2"	"Peg6_DMSO_3"	"Peg6_Nutlin_1"	"Peg6_Nutlin_2"	"Peg6_Nutlin_3"	"gene"	"a_type"	"a_num"	"accession"	"sums"	"normalized_sums"
"NM_133494_NEK7"	4112	604	563	538	524	1064	660	574	262	1252	967	1734	1626	937	1660	1650	1354	2431	1189	1415	2262	"NEK7"	"NM"	"133494"	"NM_133494"	23266	5.65807392996109
"NM_178170_NEK8"	3573	248	210	163	223	240	202	205	296	80	106	327	118	101	366	109	146	324	136	145	390	"NEK8"	"NM"	"178170"	"NM_178170"	4135	1.1572907920515
"NM_001329238_NEK9"	8075	2060	2079	1508	1862	2895	2169	1827	1370	1502	1441	3357	2036	1408	3545	2072	2054	4032	1929	2032	4071	"NEK9"	"NM"	"001329238"	"NM_001329238"	45249	5.60359133126935
"NM_005663_NELFA"	2197	1246	1350	1014	1286	1808	1648	1116	1706	1010	1022	2783	948	905	3051	1123	1461	3081	1040	1324	3078	"NELFA"	"NM"	"005663"	"NM_005663"	32000	14.5653163404643
"NM_015456_NELFB"	2539	2809	3024	2222	2725	3705	3522	2419	3676	1116	2208	3321	1353	1783	3183	1564	3029	4563	1323	2800	4165	"NELFB"	"NM"	"015456"	"NM_015456"	54510	21.4690823158724
"NM_198976_NELFCD"	2237	2317	2245	1757	2123	3079	2415	1903	2014	1504	2665	4419	1632	2120	4867	1835	3625	4849	1675	3198	5079	"NELFCD"	"NM"	"198976"	"NM_198976"	55321	24.7299955297273
"NM_002904_NELFE"	8670	1016	1145	836	963	1507	1380	842	1307	974	1021	1233	1019	917	1430	1036	1458	1655	1212	1402	1519	"NELFE"	"NM"	"002904"	"NM_002904"	23872	2.75340253748558
"NM_001288714_NELL1"	3096	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	"NELL1"	"NM"	"001288714"	"NM_001288714"	4	0.00129198966408269
"NM_001145110_NELL2"	3271	27	19	6	29	24	25	18	10	19	8	48	19	18	41	15	9	55	16	11	59	"NELL2"	"NM"	"001145110"	"NM_001145110"	476	0.145521247324977
"NM_001301732_NEMF"	4733	1181	1191	1036	1057	1498	999	1139	405	1074	1521	5197	1444	1538	5843	1382	2189	6053	1624	2307	5964	"NEMF"	"NM"	"001301732"	"NM_001301732"	44642	9.43207268117473
"NM_015257_NEMP1"	5398	1190	1089	931	1021	1761	1125	1160	514	738	1436	2722	1116	1941	3318	936	2192	3028	867	2552	3300	"NEMP1"	"NM"	"015257"	"NM_015257"	32937	6.10170433493887
"NM_001142645_NEMP2"	6172	580	581	483	497	753	536	514	287	148	147	250	171	179	258	178	202	299	175	250	257	"NEMP2"	"NM"	"001142645"	"NM_001142645"	6745	1.09283862605314
"NM_013349_NENF"	916	474	599	323	488	788	698	389	645	1002	726	2520	866	697	2915	1129	1091	3577	1120	996	2892	"NENF"	"NM"	"013349"	"NM_013349"	23935	26.1299126637555
"NM_001172624_NEO1"	7055	1032	1086	805	952	1552	1142	878	876	1475	905	3822	2070	1259	4151	2014	1394	4022	1844	1417	4262	"NEO1"	"NM"	"001172624"	"NM_001172624"	36958	5.23855421686747
"NM_001319114_NEPRO"	4668	894	923	724	771	1237	811	844	363	839	1032	2814	1178	1086	3161	1093	1425	3300	1035	1509	3147	"NEPRO"	"NM"	"001319114"	"NM_001319114"	28186	6.03813196229649
"NM_006617_NES"	5568	251	316	218	309	385	413	256	328	283	195	1432	330	196	1292	355	333	1647	359	323	1700	"NES"	"NM"	"006617"	"NM_006617"	10921	1.96138649425287
"NM_001047160_NET1"	3989	1014	1085	881	1001	1571	1201	1027	840	651	1422	2133	861	1189	2155	934	2116	2908	724	2022	2511	"NET1"	"NM"	"001047160"	"NM_001047160"	28246	7.08097267485585
"NM_001354018_NETO1"	2921	2	2	0	0	4	1	0	0	1	0	0	0	0	0	1	1	0	0	1	0	"NETO1"	"NM"	"001354018"	"NM_001354018"	13	0.00445053064019172
"NM_018092_NETO2"	7429	400	372	285	338	536	377	323	171	376	392	208	474	397	229	514	538	239	389	559	224	"NETO2"	"NM"	"018092"	"NM_018092"	7341	0.988154529546372
"NM_000434_NEU1"	26825	661	582	392	524	845	686	512	664	1052	718	3666	1154	766	4416	1118	1073	3955	1239	1045	3936	"NEU1"	"NM"	"000434"	"NM_000434"	29004	1.08123019571295
"NM_005383_NEU2"	1143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"NEU2"	"NM"	"005383"	"NM_005383"	0	0
"NM_001367865_NEU3"	4926	525	582	467	505	772	634	582	371	347	338	1027	476	419	1155	400	523	1030	459	522	1092	"NEU3"	"NM"	"001367865"	"NM_001367865"	12226	2.48193260251726
"NM_001167601_NEU4"	3816	1	3	2	1	0	2	2	3	2	0	2	9	0	1	3	2	1	3	1	1	"NEU4"	"NM"	"001167601"	"NM_001167601"	39	0.0102201257861635
"NM_004210_NEURL1"	4582	70	74	42	67	70	90	50	77	89	39	112	86	38	160	91	55	158	101	48	181	"NEURL1"	"NM"	"004210"	"NM_004210"	1698	0.370580532518551
"NR_120675_NEURL1-AS1"	689	0	1	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	2	1	0	"NEURL1-AS1"	"NR"	"120675"	"NR_120675"	10	0.0145137880986938
"NM_001308178_NEURL1B"	5697	274	339	201	258	327	308	243	342	151	196	668	171	205	608	189	283	872	158	252	892	"NEURL1B"	"NM"	"001308178"	"NM_001308178"	6937	1.21765841671055
"NM_001278535_NEURL2"	1454	18	12	4	18	17	20	13	30	15	4	28	6	4	11	7	4	20	9	2	27	"NEURL2"	"NM"	"001278535"	"NM_001278535"	269	0.185006877579092
"NM_001285486_NEURL3"	1722	2	3	4	1	7	3	0	3	4	1	10	2	0	20	1	1	17	2	0	14	"NEURL3"	"NM"	"001285486"	"NM_001285486"	95	0.0551684088269454
"NM_032442_NEURL4"	5207	1757	1843	1484	1928	1896	1765	1545	2585	626	1176	2506	861	1119	2848	720	1713	2273	985	1477	3051	"NEURL4"	"NM"	"032442"	"NM_032442"	34158	6.56001536393317
"NM_002500_NEUROD1"	3002	2	2	3	0	3	5	0	0	4	2	15	9	3	16	7	1	8	1	4	18	"NEUROD1"	"NM"	"002500"	"NM_002500"	103	0.0343104596935376
"NM_006160_NEUROD2"	3030	5	4	0	2	2	1	5	6	7	0	3	6	0	1	11	2	2	8	1	5	"NEUROD2"	"NM"	"006160"	"NM_006160"	71	0.0234323432343234
"NM_021191_NEUROD4"	3927	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	"NEUROD4"	"NM"	"021191"	"NM_021191"	5	0.00127323656735421
"NM_022728_NEUROD6"	1958	0	2	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	"NEUROD6"	"NM"	"022728"	"NM_022728"	6	0.00306435137895812
"NM_006161_NEUROG1"	1683	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	"NEUROG1"	"NM"	"006161"	"NM_006161"	1	0.0005941770647653
"NM_024019_NEUROG2"	2295	0	0	2	0	0	2	1	3	0	0	4	5	0	2	5	1	0	3	2	2	"NEUROG2"	"NM"	"024019"	"NM_024019"	32	0.0139433551198257
"NM_020999_NEUROG3"	1560	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	"NEUROG3"	"NM"	"020999"	"NM_020999"	4	0.00256410256410256
"NM_001008537_NEXMIF"	11717	0	1	1	2	0	0	0	0	3	0	0	2	1	1	0	1	2	0	0	2	"NEXMIF"	"NM"	"001008537"	"NM_001008537"	16	0.0013655372535632
"NM_001172309_NEXN"	3197	114	110	112	103	200	74	109	30	15	15	116	30	14	136	21	13	116	32	17	115	"NEXN"	"NM"	"001172309"	"NM_001172309"	1492	0.466687519549578
"NR_103535_NEXN-AS1"	2292	25	29	18	30	22	20	27	20	7	8	11	5	6	8	9	5	4	14	4	25	"NEXN-AS1"	"NR"	"103535"	"NR_103535"	297	0.129581151832461
"NM_001042492_NF1"	12425	2147	1943	1726	1888	2346	1732	1968	1251	813	836	1554	1147	1114	1840	1031	1395	1540	987	1243	1861	"NF1"	"NM"	"001042492"	"NM_001042492"	30362	2.44362173038229
"NR_028506_NF1P2"	4830	16	8	20	7	8	29	3	11	12	8	8	1	4	0	9	9	5	1	7	0	"NF1P2"	"NR"	"028506"	"NR_028506"	166	0.0343685300207039
"NM_181832_NF2"	6008	5267	5975	4011	5047	7815	6503	4447	5397	1101	1712	3010	1140	1664	2886	1209	2373	2893	1155	2173	3323	"NF2"	"NM"	"181832"	"NM_181832"	69101	11.5014980026631
"NM_001318323_NFAM1"	5455	4	1	2	1	3	6	3	3	3	0	8	1	0	10	2	3	8	3	0	21	"NFAM1"	"NM"	"001318323"	"NM_001318323"	82	0.015032080659945
"NM_001365986_NFASC"	9802	45	29	40	24	31	32	39	29	18	7	62	13	5	80	8	7	70	19	6	74	"NFASC"	"NM"	"001365986"	"NM_001365986"	638	0.0650887573964497
"NM_138713_NFAT5"	13289	10578	10003	8841	10078	12408	8481	9711	5916	8338	5098	11398	10232	6813	12857	10545	7989	11022	9672	8440	13494	"NFAT5"	"NM"	"138713"	"NM_138713"	191914	14.4415682143126
"NM_001278672_NFATC1"	3942	858	1002	601	841	1221	1004	731	1416	924	506	903	1055	426	867	1411	793	1009	1117	664	1084	"NFATC1"	"NM"	"001278672"	"NM_001278672"	18433	4.67605276509386
"NM_001258295_NFATC2"	6847	2078	2219	1471	1797	2992	2272	1818	2041	1404	1271	521	1817	1367	543	1943	2151	562	1668	2089	567	"NFATC2"	"NM"	"001258295"	"NM_001258295"	32591	4.75989484445743
"NM_032815_NFATC2IP"	3858	1769	1698	1325	1695	2020	1677	1478	1419	928	1547	2549	1274	1453	2769	1220	2125	2378	1175	1972	2977	"NFATC2IP"	"NM"	"032815"	"NM_032815"	35448	9.18818040435459
"NM_173165_NFATC3"	6328	1672	1686	1241	1595	2424	1760	1552	1379	890	1348	3523	1214	1287	3482	1221	1959	3987	1125	1825	4116	"NFATC3"	"NM"	"173165"	"NM_173165"	39286	6.2082806573957
"NM_001198966_NFATC4"	9168	31	20	20	26	30	22	16	29	46	13	275	44	10	346	51	27	298	46	21	391	"NFATC4"	"NM"	"001198966"	"NM_001198966"	1762	0.192190226876091
"NM_001136023_NFE2"	1656	15	9	4	8	16	8	4	9	3	2	12	2	3	13	1	7	11	4	7	20	"NFE2"	"NM"	"001136023"	"NM_001136023"	158	0.0954106280193237
"NM_001330262_NFE2L1"	4749	5306	6010	4122	5152	7986	6956	4538	6062	8211	6354	18004	10369	7085	18703	10344	9176	19279	9358	9077	18925	"NFE2L1"	"NM"	"001330262"	"NM_001330262"	191017	40.2225731732996
"NM_006164_NFE2L2"	2445	2942	2676	2301	2544	3578	2656	2677	1899	5467	5161	8127	7539	4641	8899	8140	7042	9761	6653	7045	9810	"NFE2L2"	"NM"	"006164"	"NM_006164"	109558	44.8089979550102
"NM_004289_NFE2L3"	3739	1527	1445	1263	1336	2160	1568	1455	1081	933	1171	2139	1436	1471	2515	1171	1589	2875	1294	2107	2975	"NFE2L3"	"NM"	"004289"	"NM_004289"	33511	8.96255683337791
"NM_001085386_NFE4"	969	5	1	1	3	1	2	8	3	0	0	13	1	0	17	0	0	16	0	0	25	"NFE4"	"NM"	"001085386"	"NM_001085386"	96	0.0990712074303406
"NM_005595_NFIA"	9137	765	770	596	691	1234	835	716	505	347	333	999	389	359	1085	413	439	1396	463	506	1279	"NFIA"	"NM"	"005595"	"NM_005595"	14120	1.54536499945277
"NR_104180_NFIA-AS1"	392	14	9	15	7	12	12	12	2	0	0	0	0	0	2	0	0	2	0	0	2	"NFIA-AS1"	"NR"	"104180"	"NR_104180"	89	0.227040816326531
"NR_110617_NFIA-AS2"	1270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	"NFIA-AS2"	"NR"	"110617"	"NR_110617"	1	0.00078740157480315
"NM_001369469_NFIB"	7827	930	903	698	823	1303	864	866	526	728	517	306	994	566	268	1043	755	325	981	776	332	"NFIB"	"NM"	"001369469"	"NM_001369469"	14504	1.85307269707423
"NM_001245005_NFIC"	7847	4746	5303	3741	4908	6807	6015	4140	7122	1350	1773	3087	1826	1768	2832	2024	2576	3400	1669	2522	3909	"NFIC"	"NM"	"001245005"	"NM_001245005"	71518	9.11405632725882
"NM_005384_NFIL3"	2055	236	287	181	249	415	307	247	189	821	895	1456	1050	776	1522	1180	1146	1744	991	1065	1535	"NFIL3"	"NM"	"005384"	"NM_005384"	16292	7.92798053527981
"NM_001271044_NFIX"	5532	999	1138	781	1063	1586	1307	826	1322	579	523	546	1074	492	562	1187	786	566	733	685	651	"NFIX"	"NM"	"001271044"	"NM_001271044"	17406	3.14642082429501
"NM_001319226_NFKB1"	3856	1366	1399	1057	1232	1940	1569	1211	1160	741	1304	2088	859	1124	2119	1099	1832	2527	860	1654	2400	"NFKB1"	"NM"	"001319226"	"NM_001319226"	29541	7.66104771784232
"NM_001322934_NFKB2"	3015	2674	2746	2021	2599	3637	3077	2424	3621	2231	1870	4175	2417	1578	4418	2786	2795	4299	2613	2302	4748	"NFKB2"	"NM"	"001322934"	"NM_001322934"	59031	19.5791044776119
"NM_020529_NFKBIA"	1567	683	681	528	615	1009	945	565	862	1570	1319	4760	1488	1150	4492	1931	1869	5889	1664	1666	5932	"NFKBIA"	"NM"	"020529"	"NM_020529"	39618	25.282705807275
"NM_001243116_NFKBIB"	1988	606	646	491	562	904	765	546	945	450	622	678	415	507	767	533	905	810	477	721	723	"NFKBIB"	"NM"	"001243116"	"NM_001243116"	13073	6.57595573440644
"NM_001365705_NFKBID"	1933	191	215	177	206	183	193	187	270	153	281	783	204	258	899	203	429	632	249	337	876	"NFKBID"	"NM"	"001365705"	"NM_001365705"	6926	3.58303155716503
"NM_004556_NFKBIE"	2581	295	302	285	287	425	395	301	422	168	238	769	159	238	695	206	404	973	177	347	797	"NFKBIE"	"NM"	"004556"	"NM_004556"	7883	3.05424254165052
"NM_005007_NFKBIL1"	10157	223	274	186	231	331	312	174	367	365	251	681	387	253	664	424	395	834	439	399	751	"NFKBIL1"	"NM"	"005007"	"NM_005007"	7941	0.781825342128581
"NM_031419_NFKBIZ"	3923	184	152	128	148	211	167	136	161	121	161	887	153	182	976	165	257	914	149	254	1013	"NFKBIZ"	"NM"	"031419"	"NM_031419"	6519	1.66173846546011
"NM_006165_NFRKB"	5046	1239	1275	910	1232	1359	1251	1045	1391	813	796	2543	943	773	3086	964	1171	2566	896	948	2874	"NFRKB"	"NM"	"006165"	"NM_006165"	28075	5.56381292112564
"NM_021100_NFS1"	3008	613	672	476	564	806	668	557	504	304	540	1147	390	451	1197	431	745	1464	393	617	1433	"NFS1"	"NM"	"021100"	"NM_021100"	13972	4.64494680851064
"NM_001002756_NFU1"	1058	174	170	139	136	291	153	158	88	361	348	987	420	294	947	442	525	1434	374	444	1155	"NFU1"	"NM"	"001002756"	"NM_001002756"	9040	8.54442344045369
"NM_147134_NFX1"	3550	2041	1940	1587	1811	2700	2025	1765	1563	835	1145	2217	1191	1229	2583	1082	1573	2646	1069	1639	2598	"NFX1"	"NM"	"147134"	"NM_147134"	35239	9.92647887323944
"NM_001278623_NFXL1"	3723	1706	1548	1328	1498	2111	1473	1522	1029	456	619	1068	695	693	1312	538	896	1289	534	973	1342	"NFXL1"	"NM"	"001278623"	"NM_001278623"	22630	6.07843137254902
"NM_021705_NFYA"	6122	1012	1025	728	909	1407	1129	949	726	892	973	1712	1071	883	1882	1232	1478	2264	979	1298	2095	"NFYA"	"NM"	"021705"	"NM_021705"	24644	4.02548186867037
"NM_006166_NFYB"	3424	365	366	281	293	532	365	334	103	221	468	996	349	438	1164	349	655	1347	319	680	1440	"NFYB"	"NM"	"006166"	"NM_006166"	11065	3.23160046728972
"NM_014223_NFYC"	1955	1010	1060	763	1017	1406	1170	853	1271	680	885	1708	833	709	1748	796	1357	2203	751	1209	1971	"NFYC"	"NM"	"014223"	"NM_014223"	23400	11.9693094629156
"NR_024567_NFYC-AS1"	3182	93	113	99	102	147	143	108	128	45	47	78	39	62	102	36	75	109	54	76	120	"NFYC-AS1"	"NR"	"024567"	"NR_024567"	1776	0.558139534883721
"NM_021257_NGB"	1876	0	1	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	"NGB"	"NM"	"021257"	"NM_021257"	6	0.00319829424307036
"NM_001042635_NGDN"	1108	779	854	630	759	1177	1009	722	571	1036	1262	2982	956	991	3383	1227	1687	3612	1073	1494	3338	"NGDN"	"NM"	"001042635"	"NM_001042635"	29542	26.6624548736462
"NM_001114090_NGEF"	2796	162	145	109	161	172	175	133	235	207	58	531	186	47	627	219	91	796	199	68	663	"NGEF"	"NM"	"001114090"	"NM_001114090"	4984	1.78254649499285
"NM_002506_NGF"	1049	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	"NGF"	"NM"	"002506"	"NM_002506"	1	0.000953288846520496
"NR_157569_NGF-AS1"	2610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	"NGF-AS1"	"NR"	"157569"	"NR_157569"	3	0.00114942528735632
"NM_002507_NGFR"	3405	153	161	93	160	249	207	131	247	169	98	1094	227	113	1115	206	133	1242	183	135	1251	"NGFR"	"NM"	"002507"	"NM_002507"	7367	2.16358296622614
"NM_018297_NGLY1"	2534	405	423	324	378	569	374	368	159	342	537	1128	586	468	1340	488	709	1619	513	736	1444	"NGLY1"	"NM"	"018297"	"NM_018297"	12910	5.09471191791634
"NM_001033088_NGRN"	1349	1582	1717	1153	1381	2569	1865	1410	1164	3179	1987	5359	3095	1518	4898	3564	2500	7194	3201	2399	6130	"NGRN"	"NM"	"001033088"	"NM_001033088"	57865	42.8947368421053
"NR_027994_NHEG1"	1360	1	3	1	5	7	2	1	1	0	1	3	0	0	6	0	0	2	0	1	0	"NHEG1"	"NR"	"027994"	"NR_027994"	34	0.025
"NM_024782_NHEJ1"	2103	347	389	300	333	522	412	343	259	303	430	608	382	322	767	412	550	846	395	493	768	"NHEJ1"	"NM"	"024782"	"NM_024782"	9181	4.36566809320019
"NM_005598_NHLH1"	2557	24	26	24	25	19	16	28	34	73	14	222	123	22	286	139	19	187	117	27	258	"NHLH1"	"NM"	"005598"	"NM_005598"	1683	0.658193195150567
"NM_001111061_NHLH2"	2491	0	2	0	0	0	0	0	2	0	0	4	0	0	1	0	0	0	0	1	3	"NHLH2"	"NM"	"001111061"	"NM_001111061"	13	0.00521878763548776
"NM_198586_NHLRC1"	2238	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	"NHLRC1"	"NM"	"198586"	"NM_198586"	4	0.00178731009830206
"NM_198514_NHLRC2"	11049	2728	2453	2153	2231	3703	2306	2393	1042	634	1233	1417	942	1550	1560	826	2021	1904	838	2046	1684	"NHLRC2"	"NM"	"198514"	"NM_198514"	35664	3.22780342112408
"NM_001012754_NHLRC3"	3409	209	180	148	161	248	155	202	81	189	157	336	297	189	464	249	178	446	223	232	460	"NHLRC3"	"NM"	"001012754"	"NM_001012754"	4804	1.40921091229099
"NM_001301159_NHLRC4"	2096	3	3	3	2	4	3	1	2	3	0	3	8	0	0	7	1	3	13	0	8	"NHLRC4"	"NM"	"001301159"	"NM_001301159"	67	0.0319656488549618
"NM_017838_NHP2"	853	2207	2671	1690	2178	3552	3232	1992	2625	1809	2553	5090	1469	1997	5358	1793	3601	7582	1776	3149	5782	"NHP2"	"NM"	"017838"	"NM_017838"	62106	72.8089097303634
"NM_001136024_NHS"	8021	778	690	569	686	961	682	726	684	520	415	441	802	526	488	775	664	405	650	695	514	"NHS"	"NM"	"001136024"	"NM_001136024"	12671	1.57972821343972
"NR_046632_NHS-AS1"	383	19	7	15	10	15	18	11	0	0	0	3	0	1	0	0	1	0	0	0	1	"NHS-AS1"	"NR"	"046632"	"NR_046632"	101	0.263707571801567
"NM_001144060_NHSL1"	7062	614	635	472	556	785	678	478	689	359	328	501	389	280	474	479	461	488	388	439	606	"NHSL1"	"NM"	"001144060"	"NM_001144060"	10099	1.43004814500142
"NM_001013627_NHSL2"	3678	2	4	5	1	2	5	3	2	2	0	2	0	0	3	2	0	2	1	2	2	"NHSL2"	"NM"	"001013627"	"NM_001013627"	40	0.0108754758020663
"NM_052966_NIBAN1"	6884	426	417	275	355	551	417	313	252	892	232	385	1348	212	322	1280	313	471	1098	338	498	"NIBAN1"	"NM"	"052966"	"NM_052966"	10395	1.51002324230099
"NM_001035534_NIBAN2"	3797	4560	4882	3661	4525	6098	5655	4056	6208	2689	3167	3523	2969	2634	3304	3471	4294	4420	2951	3670	4275	"NIBAN2"	"NM"	"001035534"	"NM_001035534"	81012	21.3357914142744
"NM_001321827_NIBAN3"	3679	17	17	6	21	17	6	6	15	7	7	29	10	6	37	10	5	32	12	5	25	"NIBAN3"	"NM"	"001321827"	"NM_001321827"	290	0.0788257678717043
"NM_032316_NICN1"	3227	225	266	200	202	246	222	243	261	267	105	395	324	116	465	287	168	474	341	163	417	"NICN1"	"NM"	"032316"	"NM_032316"	5387	1.66935233963434
"NM_002508_NID1"	5790	4	15	10	3	9	13	13	10	1	1	5	2	2	4	1	4	3	1	3	6	"NID1"	"NM"	"002508"	"NM_002508"	110	0.0189982728842832
"NM_007361_NID2"	4870	90	52	58	51	104	66	77	37	34	22	99	35	27	86	40	36	98	55	47	93	"NID2"	"NM"	"007361"	"NM_007361"	1207	0.247843942505133
"NM_001142355_NIF3L1"	1428	582	563	452	489	893	567	537	501	444	779	1334	528	621	1386	581	1068	1614	542	980	1550	"NIF3L1"	"NM"	"001142355"	"NM_001142355"	16011	11.2121848739496
"NM_032390_NIFK"	1686	1079	1005	824	915	1624	1047	964	437	1075	1103	1534	1360	894	1678	1396	1484	2290	1194	1334	1892	"NIFK"	"NM"	"032390"	"NM_032390"	25129	14.9045077105575
"NR_037857_NIFK-AS1"	1841	206	183	167	191	302	178	157	65	165	219	315	256	181	336	231	265	430	273	272	366	"NIFK-AS1"	"NR"	"037857"	"NR_037857"	4758	2.5844649646931
"NR_072980_NIM1K"	2931	6	5	2	3	4	4	2	0	1	1	6	0	1	8	0	0	3	2	2	9	"NIM1K"	"NR"	"072980"	"NR_072980"	59	0.020129648584101
"NM_016350_NIN"	4368	1248	1336	998	1280	1419	1279	1228	933	685	1222	844	860	1384	811	843	1990	999	701	1862	962	"NIN"	"NM"	"016350"	"NM_016350"	22884	5.23901098901099
"NM_004148_NINJ1"	1237	295	383	197	280	343	360	272	525	600	357	742	494	334	755	617	500	947	601	415	875	"NINJ1"	"NM"	"004148"	"NM_004148"	9892	7.99676637025061
"NM_001294346_NINJ2"	926	1	7	3	9	5	4	3	6	1	0	2	2	1	5	3	5	4	1	3	3	"NINJ2"	"NM"	"001294346"	"NM_001294346"	68	0.0734341252699784
"NM_001318226_NINL"	3944	205	231	161	208	229	231	222	185	292	156	1128	301	170	1207	304	226	1028	337	228	1259	"NINL"	"NM"	"001318226"	"NM_001318226"	8308	2.10649087221095
"NM_016101_NIP7"	2055	1800	1811	1445	1709	3019	2023	1643	1047	1742	2117	3219	2193	1710	3484	2281	2879	4677	1831	2595	3944	"NIP7"	"NM"	"016101"	"NM_016101"	47169	22.9532846715328
"NM_001142275_NIPA1"	6386	1143	1123	903	1022	1679	1184	1029	690	1453	1405	3618	1958	1570	3695	1961	2188	4106	1652	2019	4126	"NIPA1"	"NM"	"001142275"	"NM_001142275"	38524	6.03257124960852
"NM_001008892_NIPA2"	2994	1476	1570	1052	1259	2457	1694	1293	670	1234	2178	4479	1745	2180	4791	1546	3023	5664	1460	3118	5233	"NIPA2"	"NM"	"001008892"	"NM_001008892"	48122	16.0728122912492
"NM_207330_NIPAL1"	5302	335	316	293	301	486	321	342	157	362	378	686	656	521	767	534	597	820	443	622	828	"NIPAL1"	"NM"	"207330"	"NM_207330"	9765	1.84175782723501
"NM_001321635_NIPAL2"	4402	283	270	210	253	335	256	214	151	267	182	547	410	241	652	355	266	696	305	302	738	"NIPAL2"	"NM"	"001321635"	"NM_001321635"	6933	1.57496592457974
"NM_001322864_NIPAL3"	5081	363	412	279	317	543	441	357	297	361	328	1092	466	386	1108	394	495	1297	389	489	1180	"NIPAL3"	"NM"	"001322864"	"NM_001322864"	10994	2.1637472938398
"NM_001172292_NIPAL4"	3222	27	30	30	20	37	29	20	14	1	2	9	0	0	4	1	2	2	1	2	1	"NIPAL4"	"NM"	"001172292"	"NM_001172292"	232	0.0720049658597145
"NM_015384_NIPBL"	10379	2703	2456	2202	2541	3193	2345	2658	1490	2097	2564	5038	2563	2752	5240	2826	4160	5664	2276	3816	5874	"NIPBL"	"NM"	"015384"	"NM_015384"	64458	6.21042489642547
"NR_046262_NIPBL-DT"	5334	140	115	78	109	178	156	153	115	72	129	249	97	155	311	90	178	253	84	193	291	"NIPBL-DT"	"NR"	"046262"	"NR_046262"	3146	0.589801274840645
"NM_001202502_NIPSNAP1"	1935	1231	1287	953	1103	1840	1469	1001	1317	2212	1248	4116	2166	1065	4036	2516	1782	5663	2220	1541	4941	"NIPSNAP1"	"NM"	"001202502"	"NM_001202502"	43707	22.5875968992248
"NM_001483_NIPSNAP2"	1993	824	789	574	692	1235	847	755	402	1253	1345	2677	1766	1205	2563	1723	1961	3959	1359	1908	3236	"NIPSNAP2"	"NM"	"001483"	"NM_001483"	31073	15.5910687405921
"NM_015469_NIPSNAP3A"	1636	78	71	57	82	132	60	83	32	142	98	371	177	103	456	185	165	658	152	149	577	"NIPSNAP3A"	"NM"	"015469"	"NM_015469"	3828	2.3398533007335
"NR_130760_NIPSNAP3B"	1446	0	1	2	4	4	3	6	2	3	1	11	2	4	3	0	1	16	3	4	10	"NIPSNAP3B"	"NR"	"130760"	"NR_130760"	80	0.0553250345781466
"NM_007184_NISCH"	5139	1995	2097	1691	1993	2061	1971	1717	2744	1337	1091	4363	1451	1086	4812	1508	1636	3997	1578	1369	4856	"NISCH"	"NM"	"007184"	"NM_007184"	45353	8.82525783226309
"NM_005600_NIT1"	1485	378	415	283	389	491	420	381	381	470	284	894	477	302	1034	612	447	1102	487	433	1113	"NIT1"	"NM"	"005600"	"NM_005600"	10793	7.26801346801347
"NM_020202_NIT2"	7233	835	926	713	798	1187	860	845	541	948	816	2925	1046	782	3604	1191	1182	3475	1222	1170	3513	"NIT2"	"NM"	"020202"	"NM_020202"	28579	3.95119590764551
"NM_024522_NKAIN1"	2922	26	27	13	19	49	31	16	24	40	20	9	48	15	5	60	23	10	51	25	18	"NKAIN1"	"NM"	"024522"	"NM_024522"	529	0.18104038329911
"NM_153355_NKAIN2"	3192	2	2	3	4	3	0	0	1	1	0	3	0	1	3	1	0	0	1	0	2	"NKAIN2"	"NM"	"153355"	"NM_153355"	27	0.00845864661654135
"NR_130764_NKAIN3"	2076	0	0	0	0	2	2	0	0	1	0	4	0	0	0	0	0	1	0	0	1	"NKAIN3"	"NR"	"130764"	"NR_130764"	11	0.00529865125240848
"NR_027378_NKAIN3-IT1"	7041	0	2	2	0	2	1	1	2	0	0	4	1	0	5	1	0	5	3	0	8	"NKAIN3-IT1"	"NR"	"027378"	"NR_027378"	37	0.00525493537849737
"NM_152864_NKAIN4"	1353	0	2	1	1	0	0	1	1	0	0	3	1	0	0	0	1	2	0	0	0	"NKAIN4"	"NM"	"152864"	"NM_152864"	13	0.00960827790096083
